Company_Name,Overall_Rating,Ease_of_Use_Rating,Customer_Service_Rating,Features_Rating,Value_for_Money_Rating,Overall_Review,Pros_Review,Cons_Review,alternative,reasons_choosing,Date
Eventbrite,5-May,5-May,,5-May,,It serves us well when setting up corporate and personal events allowing directions content and itinerary info to those invited,Being able to share event information to a vast amount of people,Having to go into separate tabs in order to view info,,,12-Mar-19
Eventbrite,5-May,5-Apr,5-May,5-May,5-May,"I used it to book some purchases
My company uses it to plan general meetings","To make sure and remember future events 
To book the new event","Sometimes, when there is more than one event in the main event, is not possible to manage them clearly",,,4-Mar-19
Eventbrite,5-May,5-May,5-Apr,5-Apr,5-May,Eventbrite just gets the job done. It's has to be one of the easiest event sales/management systems out there.,"Eventbrite has really straight forward pricing, free events are free events and paid have a percentage. There is not guess work, no unneeded add-ons that complicate the process. I also like the built in communication with event goers. I don't have to worry if I missed an email or ticket follow up.",Hopefully in the future eventbrite could possibly give users the ability to customize pages just a little bit more.,,,19-Dec-18
Eventbrite,5-Apr,5-May,,5-Apr,,,I use Eventbrite to take registrations.  The set-up is quick and the integration with our merchant account was very easy.,Reporting can be an issue as registrant info can't always be sorted the way you want.,,,18-Dec-18
Eventbrite,5-May,5-May,,5-May,,,I really enjoy how user friendly this application is and how easy it is to quantify the amount of people expected,"There isn't much I dislike, but if I had to pick something it would be the amount of pictures to showcase the event",,,14-Dec-18
Eventbrite,5-May,5-May,,5-May,,,The one thing I love most about Eventbrite is that I can have my payments go directy to Paypal,The one thing I do not like about Eventbriet is that they do not take their fees before paying out your money and yu wind up left with a bill.,,,13-Dec-18
Eventbrite,5-Apr,5-Apr,5-Apr,5-Apr,5-May,"This has made event sign up for my church a breeze to keep everyone organized, and to help us be able to plan for the event.","Eventbrite give me the ability to create an event for my church, with a professional design and themed branding, gathers an rsvp list that allows me to know how many are coming, what they are bringing, and how I should plan to accommodate the guests.  It is like taking Facebook events to the next level. It also has full integration with Facebook and other outlets.


Professional Designs
Social Media Integrations
Organization of attending guests
Reach a larger audience",They do take a small percentage of sales is you are selling your tickets to your events.  That is probably a given since they do need to make so money as well.  Since I use it for mostly free events for my church it comes in quite handy and there do not require a payment for that.,,,12-Dec-18
Eventbrite,5-Apr,5-May,,5-May,,,This software was incredibly user friendly. It offered many options for me to host my event through. Doing ticket sales was very easy to set up and follow through. It was so convenient to take payments and keep everything organized leading up to the event.,"It does cost for every ticket sale. You can choose to cover this fee yourself or wrap it up into the ticket prices. It's not a huge amount, but if you are hosting a charity or a low guest count event where you want to keep costs low, this may not be your first choice due to the cost to use it.",,,7-Dec-18
Eventbrite,5-May,5-May,,5-May,,,"Great way to search and find something to be involved in whether its a conference, weekend party, or concert.",Wish the app didn't take an additional fee on top of the ticket price but that's standard,,,3-Dec-18
Eventbrite,5-May,5-May,5-May,5-May,5-May,,Very easy to set up any event and invite all your friends! The RSVP list makes planning easy and fun!,Haven't really run into any come to be honest. I've had only positive experience and can't think of something negative to say.,,,28-Nov-18
Eventbrite,5-May,5-May,,5-May,5-May,My overall experience with Eventbrite is very good. Collecting Data from sales is the best.,The interface is clean and very easy to use.,The only thing that I find that's a little trying at times is the finding reports. Sometimes its tedious locating the right sales reports.,,,25-Nov-18
